,Hoechst1,MUC1,CD25,CDX2,Synaptophysin,CD57,NKG2G,Vimentin,CD4,CD19,CD7,CD11c,CD161,CD15,CD34,CD16,ITLN1,HLADR,CD123,CD66,CD3,CD45RO,CD38,CD90,CK7,aSMA,CD117,CD127,MUC2,CHGA,FAP,CollagenIV,CD21,BCL2,CD31,Ki67,SOX9,CD8,CD36,CD138,CD69,CD49f,CD49a,CD68,OLFM4,Podoplanin,CD45,CD163,CD44,CD56,Cytokeratin,CD206,aDefensin5,DRAQ5
HLADR,0.32825503898669856,0.059380409993959944,0.25082879755883997,0.31078097191717863,0.10086920208839462,0.2586467303738185,0.30912152291283723,0.4417908351302846,0.5958094407731204,0.30780124143472276,0.2223767736759034,0.601101844505191,0.24908600077742218,0.09130703140637494,0.5095534203751451,0.34925668992664033,0.08027833608042424,1.0,0.44665267109361834,0.05007785746912327,0.30638816570667704,0.4614200903679755,0.31791734864623433,0.36017972176105995,0.3159122531429127,0.1497526550621624,0.17643875303229611,0.05912040644688016,0.028378506895535865,0.20038322911007808,0.22920862425714705,0.3048757730471554,0.21617516281412133,0.32612237836833285,0.6546587767741219,0.23520645789252614,0.10708358319133644,0.16719874163860884,0.43619022842880806,0.18267537092083636,0.2680817341929276,0.4478464823973395,0.19097452456408107,0.35522031828031764,0.03944381628880322,0.16216956977053515,0.5769957229197873,0.4178922477681798,0.27249722521899805,0.10284028521586613,0.051356519978195514,0.42623003064672743,-0.04195625572045937,0.29751279301746203
CD123,0.7923090425198424,0.3190674626034898,0.12014461179853005,0.86440291420129,0.13258192213600342,0.14988934335905166,0.7067217969794302,0.3503819428598171,0.3583130034963907,0.5359476831577501,0.10897674890321307,0.25380892252078785,0.4152711436298591,0.4498210287150855,0.42355594841311767,0.5592074944797437,0.3949957571650829,0.4466526710936184,0.9999999999999998,0.4178417093979603,0.2195880110104878,0.6844132642600409,0.175056233494353,0.6503602041525268,0.5487565523479417,0.5274437683823722,0.19347074671136236,0.07507824047313233,0.30933230674407436,0.1404579210592306,0.7703933371309526,0.6005797396917542,0.10515819904467481,0.758741552322559,0.46757348463045784,0.6666088870669734,0.6236247747809096,0.18640113906031616,0.2518844825789673,0.3003370083088339,0.17186476645675075,0.7036380877162167,0.5640852542707113,0.23859629126928183,0.1948047766984519,0.48138009704885576,0.35373530912104684,0.31528251834924154,0.6270681511781474,0.49392341319040634,0.4891190250287051,0.33880180480763966,-0.07927989707576842,0.7058169386618247
CD66,0.1671294521437273,0.540940746238631,0.15611741743112642,0.3648787944568272,0.0405480690469166,0.1463764651720186,0.31911685087896,0.017565032730224188,0.04255313627931724,0.269351288995374,0.16966030303491128,0.09619589283668226,0.24507361158693483,0.7076513432513603,0.002039672758457848,0.23924057957019437,0.5645092039400554,0.05007785746912327,0.4178417093979603,1.0,0.12444583909705571,0.2605908970534504,0.027528178220972768,-0.002482785365137368,0.3065619883656428,-0.08557285904265895,0.024459702039103436,0.1757655647172931,0.3637076402714457,0.1332577764375989,0.17537774430827238,-0.04953402527840647,0.14947617336131644,0.20313019069856258,0.018797050507870543,0.3266301543614083,0.20751173030000017,0.1829005975298198,0.0547470708537893,0.2994592098629633,0.09835785949556132,0.407149002203889,-0.07751371205818257,0.13799679678219084,0.3114076474240746,-0.04888331831176737,0.06251465000996753,-0.03074003642480823,-0.05006999651154357,-0.08703422609519533,0.6986032090685815,-0.028428144205644486,0.02374250316489105,0.1478403533228468
CD3,0.21476508531622535,0.22916798326545676,0.4368099006529703,0.27713715546305845,0.12143743190158435,0.4032150706589002,0.35053532087534583,0.24088288322923346,0.4899556514717704,0.3425151672983255,0.5769480016308919,0.40493982851791505,0.41406594918964484,0.207046166694914,0.13068138127377305,0.3059866287626771,0.22759085086895783,0.3063881657066771,0.2195880110104878,0.12444583909705573,1.0,0.41363755751673703,0.3295735048303108,0.17647807517891606,0.25000697542473166,0.037914641884332884,0.14372763622570772,0.15948469006203597,0.10149279842332334,0.355569760442847,0.12136246452747661,0.12278440799104322,0.37658299819280944,0.2763872613644715,0.12063102480850825,0.29538648683502167,0.07110032167416348,0.4971537476347585,0.13678825274563983,0.3068873050328608,0.7045130706817132,0.24188986533378168,0.04496702596298707,0.210089462152139,0.0946574851674291,0.09648347178758811,0.4955023021088994,0.14440995640277932,0.1370499631698274,0.05892646592652261,0.15079370983979784,0.15040175986060977,-0.0036893715940208224,0.15644913162048468
CD45RO,0.5092323758029961,0.30875383384468974,0.22263392058424553,0.7551384868522586,0.16735316841353026,0.2998905252430055,0.8297783858327927,0.3441717846994349,0.5830364043762295,0.8259001148698266,0.2836988511634899,0.5028752234459309,0.7823779931452783,0.30678658618091337,0.2701864096428907,0.8405751972711323,0.3071157273152182,0.4614200903679755,0.6844132642600409,0.2605908970534504,0.4136375575167371,1.0,0.3551670864936999,0.4852272785678402,0.6791972778145391,0.34919401499934516,0.18679011577004537,0.42102628099501554,0.20613506337832874,0.22386739753355045,0.489801882996246,0.443979939989311,0.19949626232379938,0.680746750944842,0.21182473457649148,0.6653954832533532,0.4215730325279317,0.4129312956091194,0.17187194286605925,0.44980133654038124,0.3312764542320447,0.5370368889937233,0.3638183343791278,0.4840738294992021,0.1385824097026278,0.39051933275145523,0.5877097597295982,0.4004460711211908,0.484605385094683,0.38767639289370903,0.3206634151453379,0.41043982309080485,0.09070364821234951,0.4782374104187075
CD38,0.20660826219906078,0.0940046649517471,0.13729895716852125,0.23337805063842018,0.05003115813451945,0.15580040758478006,0.26819278080466485,0.27900501147967116,0.4333609774503061,0.4125048703747073,0.23451774574106726,0.3821464739131007,0.3063374961789074,0.09331800549781383,0.04542905018062174,0.2627561760734141,0.07668166563438593,0.31791734864623433,0.175056233494353,0.027528178220972768,0.3295735048303108,0.3551670864936999,0.9999999999999998,0.17513733802876294,0.23168167883684695,0.03925576039995518,0.05545345286465238,0.10131659171215683,0.018016512803970944,0.11927091321473672,0.07966059618813177,0.1415450967908291,0.12919789708602705,0.2609763304245529,0.13625667719973103,0.254494654401323,0.02819249156937722,0.20175942365024974,0.09174602333207758,0.4921901691191157,0.42612637092582134,0.21502523260529216,0.030129632972440794,0.2404419127957232,0.02333795613596837,0.12196176088009737,0.49633139268955506,0.1851222042103567,0.17085195823916913,0.07655989726876952,0.07275037421987311,0.23076716110915654,0.006200798753259132,0.16340365435574822
CD90,0.6637947287847977,0.04448366179451889,0.0686372830959385,0.6276622505221566,0.2835982241205546,0.06202882652757838,0.4793860306528519,0.4616989822178898,0.3377392090347991,0.3466874403656328,0.0522529832393923,0.22101245281355714,0.24764342369113176,0.08874366092546677,0.5242832609976594,0.390386994439012,0.13105839238827435,0.36017972176105995,0.6503602041525268,-0.002482785365137368,0.17647807517891606,0.4852272785678402,0.17513733802876294,1.0,0.42852828738753795,0.654957697720271,0.25480529692781906,-0.06586943113136506,0.10748699705435663,0.08877747516807175,0.7209977190543994,0.7015016632909719,0.05247727129903314,0.7285680335511838,0.3440336752013789,0.48185534782023104,0.5900942176196304,0.08886179876867123,0.18250117276288072,0.20294913997807362,0.14597012179814278,0.5212123635342506,0.6593296473572244,0.18252296068479057,0.08194570611081159,0.6632685629544717,0.3402565935484219,0.3334634695172118,0.7605424668361581,0.6780125415025353,0.10858570663917352,0.36952954759949774,-0.0727282222279487,0.6659213239520342
CK7,0.325949607902921,0.4060826244437104,0.18553856960290513,0.6569122458712332,0.19044668282585492,0.2335595005732727,0.7560026009125901,0.5288521845513369,0.294823039010241,0.7495240454059964,0.23862982564305757,0.2674570665516932,0.7235335160313445,0.35592801629275644,0.30677782755933625,0.724007386407326,0.3614099736770543,0.3159122531429127,0.5487565523479417,0.30656198836564275,0.25000697542473166,0.6791972778145391,0.23168167883684695,0.4285282873875379,0.9999999999999998,0.24782352254779497,0.17092706230755977,0.5882211244027143,0.2749707567596251,0.1815172225726305,0.4372303809653924,0.3988994093277425,0.1558409100021122,0.6280575490956297,0.27080219166198494,0.6477060918323478,0.37879242547876585,0.4393345387992162,0.17894189710148126,0.5042390180932788,0.20820644819060485,0.5988876039969703,0.24867809514313,0.429773124927442,0.17697542908221658,0.3576753682989672,0.2878222520750924,0.21613611577056388,0.3495020164912175,0.27401278221303815,0.38716168166271264,0.239081653805368,0.23505248879290258,0.4205673249885047
aSMA,0.4991640090986499,-0.10525888693923359,0.012136309564515134,0.5622715022134284,0.18606073292665612,0.005961425216619675,0.43468042782630967,0.17396854014330906,0.08871777240578885,0.286204171988704,-0.027304046676454544,0.060609668423195956,0.21413511285605896,-0.060805816133251894,0.209452951679892,0.3680283663242858,-0.03159007213549665,0.14975265506216237,0.5274437683823721,-0.08557285904265895,0.037914641884332884,0.3491940149993452,0.03925576039995518,0.654957697720271,0.247823522547795,1.0,0.23018510677375187,-0.042959133045002394,-0.030589084344543677,0.04063862327012186,0.6092989724289666,0.8055889601809145,0.015897122841942238,0.5882710835089664,0.17180238751628443,0.39826839960071053,0.7644743212054572,0.016594198251990457,0.032439390200629685,0.03581967227230371,0.03580754594183368,0.18388505765556942,0.9361201600903922,0.10486573073160015,-0.024822940420632243,0.5874153485568497,0.11031309628470816,0.08674431469641727,0.8323818353049358,0.8212935143714261,-0.052184712413865936,0.08772725799327447,-0.007832894238495848,0.5760654853793765
CD117,0.17619741204104183,0.024401753625410985,0.21766617593348753,0.1927092023640595,0.3097660173178706,0.22197243346960183,0.18661909256251868,0.21034183393994116,0.12370126977510572,0.15989395571900158,0.14580604427397356,0.1639280294810205,0.13641772944970723,0.01794299149180006,0.27473753857639316,0.1845069293802236,0.04370600054640206,0.17643875303229611,0.19347074671136236,0.024459702039103436,0.14372763622570772,0.18679011577004537,0.05545345286465238,0.25480529692781906,0.17092706230755977,0.23018510677375184,1.0,0.0892133435206394,0.012894991014977928,0.19409980581478137,0.275509003685759,0.2430476730489142,0.2301340622911769,0.23732836206332553,0.1164925351838956,0.1581314362944848,0.2138246906948023,0.09841884150247539,0.14257696486841892,0.13209028492260044,0.12602925541936283,0.1552253893697581,0.2660105289660073,0.1235550578778709,0.03748706112941835,0.3211161718927601,0.10424000087855793,0.09209428107981517,0.29099163821606217,0.27277032201622087,-0.01652027638023221,0.06614600939247918,0.024504164465552293,0.17770037295276736
CD127,-0.15662049196879876,0.34520167898623805,0.2754337036897102,0.24633658452156676,0.1482045859494824,0.36322233093495926,0.5091233658571978,0.017812837043732536,0.06967222031490104,0.6111307610789357,0.3278758867810374,0.1438082283357692,0.6768493971495829,0.13485921851230206,0.016913753543313592,0.5707803055926107,0.19054471120141972,0.059120406446880165,0.07507824047313233,0.17576556471729313,0.15948469006203597,0.4210262809950156,0.10131659171215683,-0.06586943113136506,0.5882211244027143,-0.042959133045002394,0.0892133435206394,1.0,0.12288447957328594,0.2116770384659383,0.005497378028965429,-0.038883687328509026,0.2552484561882492,0.19216672038594296,-0.007104373097750539,0.40321114433519983,0.03734786954230644,0.5706730209845607,0.0408880900411715,0.4732126939439543,0.13334732641504882,0.22451937055832677,-0.05815941509846838,0.49919464360093135,0.07811972782458748,0.0592258487054024,-0.0008628380959645166,0.06236521123571564,-0.05508556703858975,0.010251058127609182,0.09854479401704765,0.013271215173340649,0.5463543032491172,-0.07379908385224768
MUC2,0.2336294217523027,0.6124270935375535,0.05951727082539107,0.3717918115268694,0.012636729707246844,0.04207014807453146,0.30106452233983694,0.04566237280842357,0.08744806445414675,0.24779838621965838,0.0963095086853886,0.05743722151964312,0.21713220298846445,0.5793657212765145,-0.017314905247681173,0.18569222355022466,0.5799522387388888,0.028378506895535862,0.30933230674407436,0.36370764027144575,0.10149279842332334,0.20613506337832876,0.018016512803970944,0.10748699705435663,0.2749707567596251,-0.030589084344543677,0.012894991014977927,0.12288447957328594,1.0,0.07973501029937462,0.1608725792436562,0.017633460443980356,0.05373167435534061,0.25076090943262797,-0.0013935837684274437,0.42077718791418134,0.2147712626507257,0.20133840017180554,0.01743739503922221,0.3268077014400073,0.08261723988696666,0.38591732706637416,-0.02709942937805328,0.09934901463581054,0.26291292419215295,0.011748458237556743,0.11018334024705308,-0.0074671645077183735,0.078164537365401,-0.035068165770986245,0.612819307698252,0.01984322646328094,-0.005641751504061452,0.21030113087491534
CHGA,0.0749040969116798,0.20142542107634728,0.5419105009239512,0.18775132395464778,0.16979325819646357,0.5302742897244036,0.24434266412366218,0.09684861617411479,0.23918028418502896,0.2400322222678269,0.3629409374580898,0.29063276984734043,0.2393780684587434,0.15177233466084,0.1345012542123886,0.2253404538206309,0.20226577150426564,0.20038322911007808,0.1404579210592306,0.13325777643759887,0.355569760442847,0.22386739753355045,0.11927091321473673,0.08877747516807176,0.1815172225726305,0.040638623270121854,0.1940998058147814,0.2116770384659383,0.07973501029937462,0.9999999999999998,0.09222054945226459,0.07394206423515394,0.7168027611638641,0.14418875625163735,0.12180459965341188,0.2021410818902456,0.08014217971079812,0.2636311125006443,0.19515435004313925,0.2136105510655634,0.3746515234033676,0.15338042936227905,0.05090173563326866,0.19523411740546676,0.17332298197919185,0.07798143743255581,0.10934559774198169,0.075135969166541,0.052041176792774105,0.03580000895979544,0.08014742704646706,0.047674404168579355,0.03042747194613493,0.0142930248362489
FAP,0.7504699922529293,0.1177778943197895,0.08379078527786993,0.6858994358752891,0.19414532141128962,0.08819763671752072,0.4945655407661209,0.3501504003787333,0.21917478454338474,0.3215703814153926,0.05387495356299792,0.14190641499343304,0.20504810160900505,0.21860220640601566,0.4052509845925579,0.35925858581107206,0.1980938037769181,0.22920862425714703,0.7703933371309526,0.1753777443082724,0.12136246452747662,0.48980188299624605,0.07966059618813177,0.7209977190543995,0.43723038096539235,0.6092989724289666,0.275509003685759,0.005497378028965428,0.16087257924365617,0.09222054945226457,1.0,0.6277456691664259,0.07749166974191346,0.7037481007229112,0.24266247732451962,0.4864491800118647,0.6197824625489492,0.10726707220015491,0.1406598953438225,0.19310367234156198,0.10016362421306116,0.44695906763702975,0.6342455796316463,0.17834007412662697,0.09700377418007232,0.5927554533184678,0.2168008788982858,0.32695209539816705,0.6669790939685205,0.617826487260006,0.24389255136604188,0.33434459061790656,-0.009513695629760116,0.671560875506246
CollagenIV,0.539307538469139,-0.06225168764465104,0.058599010961218966,0.5873890395897151,0.23169894100202937,0.05925451872120893,0.4744167193039325,0.48998181044232464,0.23409648267278643,0.34553400620138075,0.034301718289757935,0.1827138524439762,0.2684970642735929,0.0017399267948078252,0.34008977644615657,0.40995723562402264,0.007233568253655978,0.3048757730471554,0.6005797396917542,-0.04953402527840647,0.12278440799104322,0.443979939989311,0.1415450967908291,0.701501663290972,0.3988994093277424,0.8055889601809145,0.2430476730489142,-0.03888368732850903,0.017633460443980356,0.07394206423515394,0.6277456691664259,0.9999999999999999,0.05215710919266912,0.6877870397258061,0.2980859078839903,0.4402085724496008,0.6777984026402365,0.06907536575554224,0.2313804521249955,0.12681922657901018,0.10951659589867564,0.3620993621840596,0.8272636125383264,0.18685287801709208,-0.014276283087879102,0.6300003213405277,0.2513853662960655,0.17779770863973515,0.8233471679710214,0.7586321224391347,0.020930346799572872,0.20033551893796767,-0.027277649213817475,0.6049648637513536
CD21,0.016126137342537348,0.1794032008104825,0.6862512621148164,0.14319064755272784,0.216488753402262,0.6661835994350479,0.2288123938159721,0.08258879278438062,0.22769328203438155,0.23692216917953512,0.4389274320859149,0.32109012757348426,0.22584088275365943,0.11148598881374432,0.16130898754606554,0.21084346353196942,0.17874505135744645,0.21617516281412133,0.10515819904467481,0.14947617336131644,0.37658299819280944,0.1994962623237994,0.12919789708602705,0.05247727129903313,0.1558409100021122,0.015897122841942238,0.23013406229117686,0.25524845618824926,0.053731674355340604,0.7168027611638641,0.07749166974191346,0.05215710919266912,1.0,0.11101567044753467,0.1492149218226325,0.14307251746833163,0.06865325865757503,0.30245840432444226,0.2588299064495423,0.24644159179272257,0.45251580540638203,0.09870649298973476,0.028821302578381062,0.22111581331000174,0.19948430647442913,0.05826223472056597,0.07664268351994902,0.0711415440518042,0.0120532545205026,0.01793729743924797,-0.001797280364751374,0.021412152268102357,0.08338754333251788,-0.046654495319113275
BCL2,0.6947333242222078,0.3048097790467065,0.1251944769014723,0.8102947509001098,0.3080421213341902,0.13419500448749533,0.7176054486246587,0.4305385079836252,0.36088220359158935,0.5983848064322771,0.1763490992228641,0.27213513980201814,0.5068045110134302,0.2884360206106628,0.3872382011116938,0.5940098898333165,0.3369679386293813,0.3261223783683329,0.758741552322559,0.2031301906985626,0.2763872613644715,0.680746750944842,0.2609763304245529,0.7285680335511838,0.6280575490956297,0.5882710835089664,0.23732836206332555,0.19216672038594296,0.250760909432628,0.14418875625163732,0.7037481007229112,0.6877870397258061,0.11101567044753466,1.0,0.2494823380422518,0.7514652323120747,0.6275415824871924,0.3159037227141165,0.1863939401744947,0.4496112620746942,0.23263702416954998,0.6553525152952687,0.6273272453032144,0.3495021629626807,0.18065389546271574,0.6861782518039384,0.3894796859057749,0.2985048378140108,0.7545451265942962,0.6633821105906441,0.32833343769939544,0.317734130874255,0.08679441434362146,0.7215354104088709
CD31,0.2994473235515834,-0.014703973704044356,0.11197641820635906,0.24001531516420638,0.020890926038618227,0.10772430672574931,0.20507998653164974,0.3664391086809191,0.25101740936298483,0.1357006870698132,0.07365647127909132,0.17004975504046824,0.09463004571351394,0.01816767080806444,0.5956958341437754,0.19910633889292476,0.016120915225819855,0.654658776774122,0.46757348463045784,0.018797050507870543,0.12063102480850825,0.2118247345764915,0.13625667719973103,0.3440336752013789,0.27080219166198494,0.17180238751628443,0.11649253518389562,-0.007104373097750538,-0.001393583768427444,0.12180459965341187,0.24266247732451965,0.2980859078839903,0.1492149218226325,0.24948233804225184,0.9999999999999999,0.1211412581529427,0.10523369326444232,0.04665345589461463,0.4627717167099146,0.04264804280423174,0.121117182016212,0.5105147276420187,0.20347337170835614,0.0845094725547638,0.027247302583416778,0.18607402539828735,0.20943504367092763,0.2467415612930456,0.18957720641947134,0.05434368369485221,-0.0019161745693705267,0.29406702730095474,-0.04732650542217959,0.2901994615955106
